"id","lexeme_id","english","target","article","hint","source_id","forms","kind"
"w001","de.adverb.zuerst","first","zuerst","","grammar word","s001","Zuerst|zuerst","function"
"w002","de.conjunction.und","and","und","","grammar word","s001","und","function"
"w003","de.name.maik","Maik","Maik","","","s001","Maik|Maiks","name"
"w004","de.noun.blut","blood","Blut","das","","s001","Blut","word"
"w005","de.noun.kaffee","coffee","Kaffee","der","","s001","Kaffee","word"
"w006","de.verb.riechen","smell","riechen","","","s001","riecht","word"
"w007","de.adj.ander","other","ander","","","s002","Andere|anderen|anderer","word"
"w008","de.article.der","the","der","","grammar word","s002","dem|Den|den|Der|der","function"
"w009","de.article.die","the","die","","grammar word","s002","Die|die","function"
"w010","de.noun.kaffeemaschine","coffee machine","Kaffeemaschine","die","","s002","Kaffeemaschine","word"
"w011","de.noun.seite","side","Seite","die","","s002","Seite","word"
"w012","de.prepositionparticle.auf","on/up","auf","","grammar word","s002","Auf|auf","function"
"w013","de.verb.stehen","stand","stehen","","","s002","standen|steht","word"
"w014","de.noun.schuh","shoes","Schuh","der","","s003","Schuhen","word"
"w015","de.possessive.sein","his/its","sein","","grammar word","s003","Sein|sein|Seine|seine|seinem|seinen|seiner","function"
"w016","de.preposition.in","in/into","in","","grammar word","s003","In|in","function"
"w017","de.verb.sein","be","sein","","","s003","gewesen|ist|sei|seien|sein|sind|war|wäre","word"
"w018","de.adverb.nur","only","nur","","grammar word","s004","nur","function"
"w019","de.conjunction.aber","but","aber","","grammar word","s004","Aber|aber","function"
"w020","de.particle.nicht","not","nicht","","grammar word","s004","nicht","function"
"w021","de.pronoun.es","it","es","","grammar word","s004","Es|es","function"
"w022","de.adj.alt","old","alt","","","s005","alten|ältere","word"
"w023","de.adverb.vierzehn","fourteen","vierzehn","","","s005","vierzehn","word"
"w024","de.conjunctionpreposition.als","when/as/than","als","","grammar word","s005","Als|als","function"
"w025","de.noun.angst","fear","Angst","die","","s005","Angst","word"
"w026","de.noun.polizist","police officer","Polizist","der","","s005","Polizist|Polizisten","word"
"w027","de.verb.bekommen","get","bekommen","","","s005","bekam|bekommt","word"
"w028","de.verb.sagen","say","sagen","","","s005","sagen|sagt|sagte","word"
"w029","de.adverb.sogar","even","sogar","","","s006","Sogar|sogar","word"
"w030","de.phrase.in_die_hose_machen","wet one’s trousers from fear","sich in die Hose machen","","","s006","sich ... in die Hose gemacht","phrase"
"w031","de.prepositionparticle.vor","before/forward","vor","","grammar word","s006","Vor|vor","function"
"w032","de.pronoun.er","he/him","er","","grammar word","s006","Er|er|Ihm|ihm|ihn","function"
"w033","de.verb.haben","have","haben","","","s006","habe|haben|hat|hatte|hätten","word"
"w034","de.adj.schief","crooked","schief","","","s007","schief","word"
"w035","de.adverb.sass","saß","saß","","","s007","saß","word"
"w036","de.adverb.sich","sich","sich","","","s007","sich","word"
"w037","de.article.ein","a/an","ein","","grammar word","s007","Ein|ein|Eine|eine|einem|einen|einer","function"
"w038","de.noun.hocker","stool","Hocker","der","","s007","Hocker","word"
"w039","de.verb.bewegen","move","bewegen","","","s007","bewegt|bewegte","word"
"w040","de.adj.schwindlig","dizzy","schwindlig","","","s008","schwindlig","word"
"w041","de.adverb.sehr","very","sehr","","grammar word","s008","sehr","function"
"w042","de.adj.ruhig","calm","ruhig","","","s009","ruhig","word"
"w043","de.adverb.so","so/such","so","","grammar word","s009","so","function"
"w044","de.name.tschick","Tschick","Tschick","","","s009","Tschick","name"
"w045","de.questioncomparisonword.wie","how/like","wie","","grammar word","s009","wie","function"
"w046","de.verb.aussehen","look","aussehen","","","s009","aussehen|auszusehen|sieht ... aus","phrase"
"w047","de.verb.versuchen","try","versuchen","","","s009","versucht","word"
"w048","de.adj.laecherlich","ridiculous","lächerlich","","","s010","lächerlicher","word"
"w049","de.conjunctionadverb.doch","but/still","doch","","grammar word","s010","Doch","function"
"w050","de.noun.held","hero","Held","der","","s010","Held","word"
"w051","de.verb.fuehlen","feel","fühlen","","","s010","fühlen|fühlt","word"
"w052","de.adj.schlecht","bad","schlecht","","","s011","schlecht","word"
"w053","de.adverb.immer","always","immer","","","s011","immer","word"
"w054","de.conjunction.dass","that","dass","","grammar word","s011","dass","function"
"w055","de.noun.reise","journey","Reise","die","","s011","Reise","word"
"w056","de.verb.enden","end","enden","","","s011","enden","word"
"w057","de.verb.werden","become/will","werden","","","s011","werde|werden|wird|worden|wurde|würde|würden","word"
"w058","de.verb.wissen","know","wissen","","","s011","weiß|wusste","word"
"w059","de.adverb.sicher","certainly","sicher","","grammar word","s012","sicher","function"
"w060","de.adverb.viel","much","viel","","","s012","viel","word"
"w061","de.adverb.jetzt","now","jetzt","","grammar word","s013","Jetzt|jetzt","function"
"w062","de.questionadverb.wo","where","wo","","grammar word","s013","wo","function"
"w063","de.verb.fragen","ask","fragen","","","s013","Fragen|fragen|fragt","word"
"w064","de.adverb.zuletzt","lastly","zuletzt","","grammar word","s014","Zuletzt","function"
"w065","de.noun.autobahn","motorway","Autobahn","die","","s014","Autobahn","word"
"w066","de.prepositionparticle.an","at/on","an","","grammar word","s014","an","function"
"w067","de.verb.sehen","see","sehen","","","s014","gesehen|sah|sieht","word"
"w068","de.contraction.ins","into the","ins","","grammar word","s015","ins","function"
"w069","de.noun.bein","leg","Bein","das","","s015","Bein|Beine","word"
"w070","de.noun.gebuesch","bushes","Gebüsch","das","","s015","Gebüsch","word"
"w071","de.verb.huepfen","hop","hüpfen","","","s015","hüpfte","word"
"w072","de.adverb.auch","also","auch","","grammar word","s016","Auch|auch","function"
"w073","de.noun.polizei","police","Polizei","die","","s016","Polizei","word"
"w074","de.verb.fangen","caught","fangen","","","s016","gefangen","word"
"w075","de.verb.vermuten","assume/suspect","vermuten","","","s016","vermutet","word"
"w076","de.adverb.weit","far","weit","","","s017","weit","word"
"w077","de.preposition.mit","with","mit","","grammar word","s017","Mit|mit","function"
"w078","de.pronoun.man","one/people","man","","grammar word","s017","man","function"
"w079","de.verb.kommen","come","kommen","","","s017","kommen|kommt","word"
"w080","de.preposition.nach","after/to/according to","nach","","grammar word","s018","Nach|nach","function"
"w081","de.verb.koennen","can","können","","","s018","kann|können|könnte","word"
"w082","de.adverb.vielleicht","perhaps","vielleicht","","grammar word","s019","Vielleicht","function"
"w083","de.pronoun.sie","she/her/they/them","sie","","grammar word","s019","Sie|sie","function"
"w084","de.adverb.dann","then","dann","","grammar word","s020","Dann|dann","function"
"w085","de.noun.freund","friend/boyfriend","Freund","der","","s020","Freund","word"
"w086","de.verb.erwaehnen","mention","erwähnen","","","s020","erwähnen","word"
"w087","de.verb.sollen","should","sollen","","","s020","soll|sollte","word"
"w088","de.contraction.zum","to the","zum","","grammar word","s021","Zum|zum","function"
"w089","de.noun.folter","torture","Folter","die","","s021","Folter","word"
"w090","de.verb.bringen","bring","bringen","","","s021","bringen","word"
"w091","de.verb.reden","talk","reden","","","s021","Reden|reden","word"
"w092","de.adj.deutsch","German","deutsch","","","s022","deutsche","word"
"w093","de.adverb.foltern","foltern","foltern","","","s022","foltern","word"
"w094","de.adverb.niemanden","niemanden","niemanden","","","s022","niemanden","word"
"w095","de.verb.duerfen","may/be allowed","dürfen","","","s022","dürfe|dürfen","word"
"w096","de.verb.erinnern","remind","erinnern","","","s022","erinnern|erinnert","word"
"w097","de.phrase.klappe_halten","keep quiet","die Klappe halten","","","s023","die Klappe zu halten","phrase"
"w098","de.verb.raten","advise","raten","","","s023","geraten","word"
"w099","de.adverb.egal","unimportant","egal","","","s024","egal","word"
"w100","de.adverb.fast","almost","fast","","grammar word","s024","fast","function"
"w101","de.conjunction.weil","because","weil","","grammar word","s024","weil","function"
"w102","de.pronoun.alles","everything","alles","","grammar word","s024","alles","function"
"w103","de.verb.zustimmen","agree","zustimmen","","","s024","stimmt ... zu","phrase"
"w104","de.adverb.bestimmt","definitely","bestimmt","","grammar word","s025","bestimmt","function"
"w105","de.noun.person","person","Person","die","","s025","Person","word"
"w106","de.name.tatjana_cosic","Tatjana Cosic","Tatjana Cosic","","","s026","Tatjana Cosic","name"
"w107","de.verb.heissen","be called","heißen","","","s026","heißt|hieß","word"
"w108","de.adverb.ploetzlich","suddenly","ploetzlich","","grammar word","s027","plötzlich","function"
"w109","de.verb.denken","think","denken","","","s027","dachte|denkt","word"
"w110","de.verb.kaempfen","struggle","kämpfen","","","s028","kämpft","word"
