"id","seq","scene","english","target","hint","explanation","chunks","pattern","level"
"s001","1","1. Ein schöner Ort","Maik believes hospitals can be pleasant places.","Maik findet, dass Krankenhäuser schöne Orte sein können.","","","Maik findet|dass Krankenhäuser|schöne Orte sein können","de.subordinate_dass|de.modal_infinitive","A2"
"s002","2","1. Ein schöner Ort","He has always liked being in hospital.","Er war schon immer gern im Krankenhaus.","","","Er war schon immer gern|im Krankenhaus","de.past_simple|de.contraction","A2"
"s003","3","1. Ein schöner Ort","There, he does nothing for most of the day.","Dort macht er fast den ganzen Tag nichts.","","","Dort|macht er|fast den ganzen Tag nichts","de.inversion|de.negation","A2"
"s004","4","1. Ein schöner Ort","Then friendly young nurses enter the room.","Dann kommen junge freundliche Krankenschwestern ins Zimmer.","","","Dann|kommen junge freundliche Krankenschwestern|ins Zimmer","de.inversion|de.contraction","A2"
"s005","5","1. Ein schöner Ort","Their white coats are thin.","Ihre weißen Kittel sind dünn.","","","Ihre weißen Kittel|sind|dünn","de.copular|de.adjective_predicate","A2"
"s006","6","1. Ein schöner Ort","Maik notices the underwear beneath the fabric.","Maik bemerkt die Unterwäsche unter dem Stoff.","","","Maik|bemerkt|die Unterwäsche unter dem Stoff","de.accusative_object|de.prepositional_phrase","A2"
"s007","7","1. Ein schöner Ort","He cannot explain why he likes this.","Er kann nicht erklären, warum ihm das gefällt.","","","Er kann nicht erklären|warum ihm|das gefällt","de.modal_infinitive|de.indirect_question|de.dative_experiencer","A2"
"s008","8","2. Seltsame Regeln","On the street, such clothing would look ridiculous.","Auf der Straße würde solche Kleidung albern wirken.","","","Auf der Straße|würde solche Kleidung|albern wirken","de.inversion|de.konjunktiv_ii","A2"
"s009","9","2. Seltsame Regeln","In a hospital, however, it seems completely normal.","Im Krankenhaus wirkt sie dagegen völlig normal.","","","Im Krankenhaus|wirkt sie dagegen|völlig normal","de.contraction|de.inversion","A2"
"s010","10","2. Seltsame Regeln","Maik compares this rule with gangster films.","Maik vergleicht diese Regel mit Gangsterfilmen.","","","Maik|vergleicht diese Regel|mit Gangsterfilmen","de.accusative_object|de.prepositional_phrase","A2"
"s011","11","2. Seltsame Regeln","Gangsters often remain silent before answering.","Gangster schweigen oft, bevor sie antworten.","","","Gangster schweigen oft|bevor sie|antworten","de.subordinate_bevor|de.adverb_position","A2"
"s012","12","2. Seltsame Regeln","In ordinary life, that behavior would be silly.","Im normalen Leben wäre dieses Verhalten albern.","","","Im normalen Leben|wäre dieses Verhalten|albern","de.contraction|de.konjunktiv_ii","A2"
"s013","13","2. Seltsame Regeln","Inside their world, it somehow fits.","In ihrer Welt passt es irgendwie.","","","In ihrer Welt|passt es|irgendwie","de.inversion|de.impersonal_es","A2"
"s014","14","3. Hanna","Maik’s favorite nurse is called Hanna.","Maiks Lieblingskrankenschwester heißt Hanna.","","","Maiks Lieblingskrankenschwester|heißt|Hanna","de.verb_second|de.name_phrase","A2"
"s015","15","3. Hanna","She comes from Lebanon and has short black hair.","Sie kommt aus dem Libanon und hat kurze schwarze Haare.","","","Sie kommt aus dem Libanon|und|hat kurze schwarze Haare","de.coordination|de.prepositional_phrase","A2"
"s016","16","3. Hanna","Hanna wears ordinary underwear.","Hanna trägt ganz normale Unterwäsche.","","","Hanna|trägt|ganz normale Unterwäsche","de.verb_second|de.accusative_object","A2"
"s017","17","3. Hanna","Maik finds ordinary underwear especially attractive.","Maik findet normale Unterwäsche besonders schön.","","","Maik|findet normale Unterwäsche|besonders schön","de.accusative_object|de.adverb_position","A2"
"s018","18","3. Hanna","More dramatic styles often look sad to him.","Auffällige Wäsche wirkt auf ihn oft traurig.","","","Auffällige Wäsche|wirkt auf ihn|oft traurig","de.prepositional_phrase|de.adverb_position","A2"
"s019","19","3. Hanna","He jokingly wonders whether he is strange.","Er fragt sich scherzhaft, ob er seltsam ist.","","","Er fragt sich scherzhaft|ob er|seltsam ist","de.reflexive|de.indirect_yesno","A2"
"s020","20","4. Höfliche Gewohnheiten","Hanna is still training to become a nurse.","Hanna ist noch in der Ausbildung.","","","Hanna|ist noch|in der Ausbildung","de.copular|de.prepositional_phrase","A2"
"s021","21","4. Höfliche Gewohnheiten","When she enters, she first peeks around the door.","Wenn sie kommt, schaut sie zuerst um die Ecke.","","","Wenn sie kommt|schaut sie zuerst|um die Ecke","de.subordinate_wenn|de.inversion","A2"
"s022","22","4. Höfliche Gewohnheiten","Then she taps politely on the doorframe.","Dann klopft sie höflich an den Türrahmen.","","","Dann|klopft sie höflich|an den Türrahmen","de.inversion|de.prepositional_phrase","A2"
"s023","23","4. Höfliche Gewohnheiten","Every day, she invents a new name for Maik.","Jeden Tag erfindet sie einen neuen Namen für Maik.","","","Jeden Tag|erfindet sie|einen neuen Namen für Maik","de.inversion|de.accusative_object","A2"
"s024","24","4. Höfliche Gewohnheiten","First she calls him Maik and then Maiki.","Zuerst nennt sie ihn Maik, dann Maiki.","","","Zuerst|nennt sie ihn Maik|dann Maiki","de.inversion|de.accusative_object","A2"
"s025","25","5. Viele Namen","Later, the names become increasingly absurd.","Später werden die Namen immer verrückter.","","","Später|werden die Namen|immer verrückter","de.inversion|de.comparative","A2"
"s026","26","5. Viele Namen","She calls him Michael Schumacher.","Sie nennt ihn Michael Schumacher.","","","Sie nennt ihn|Michael Schumacher","de.accusative_object|de.name_phrase","A2"
"s027","27","5. Viele Namen","She also calls him Attila the Hun king.","Sie nennt ihn auch Attila den Hunnenkönig.","","","Sie nennt ihn auch|Attila den Hunnenkönig","de.accusative_object|de.name_phrase","A2"
"s028","28","5. Viele Namen","Other names mean pig killer and sick rabbit.","Andere Namen bedeuten Schweinemörder und kranker Hase.","","","Andere Namen|bedeuten|Schweinemörder und kranker Hase","de.coordination|de.verb_second","A2"
"s029","29","5. Viele Namen","These jokes make Maik want to stay longer.","Wegen dieser Witze möchte Maik länger bleiben.","","","Wegen dieser Witze|möchte Maik|länger bleiben","de.inversion|de.modal_infinitive","A2"
"s030","30","6. Der Verband","Hanna changes the bandage every day.","Hanna wechselt jeden Tag den Verband.","","","Hanna|wechselt jeden Tag|den Verband","de.accusative_object|de.adverb_position","A2"
"s031","31","6. Der Verband","The procedure hurts Maik badly.","Die Behandlung tut Maik sehr weh.","","","Die Behandlung|tut Maik|sehr weh","de.dative_object|de.separable_verb","A2"
"s032","32","6. Der Verband","Hanna’s face shows that she suffers too.","Hannas Gesicht zeigt, dass sie auch leidet.","","","Hannas Gesicht zeigt|dass sie|auch leidet","de.subordinate_dass|de.verb_second","A2"
"s033","33","6. Der Verband","Afterwards, she jokes that he must have enjoyed it.","Danach scherzt sie, dass es ihm Spaß gemacht habe.","","The subjunctive gives Hanna’s teasing claim.","Danach scherzt sie|dass es ihm|Spaß gemacht habe","de.inversion|de.subordinate_dass|de.konjunktiv_i","B1"
"s034","34","6. Der Verband","Maik answers that he will probably marry her.","Maik antwortet, dass er sie später heiraten werde.","","The subjunctive reports his playful promise.","Maik antwortet|dass er sie später|heiraten werde","de.subordinate_dass|de.konjunktiv_i","B1"
"s035","35","6. Der Verband","Unfortunately, Hanna already has a boyfriend.","Leider hat Hanna schon einen festen Partner.","","","Leider|hat Hanna schon|einen festen Partner","de.inversion|de.accusative_object","A2"
"s036","36","7. Gespräche","Sometimes Hanna visits without a medical reason.","Manchmal besucht Hanna ihn ohne medizinischen Grund.","","","Manchmal|besucht Hanna ihn|ohne medizinischen Grund","de.inversion|de.prepositional_phrase","A2"
"s037","37","7. Gespräche","She sits beside his bed.","Sie setzt sich an sein Bett.","","","Sie setzt sich|an sein Bett","de.reflexive|de.prepositional_phrase","A2"
"s038","38","7. Gespräche","Maik receives almost no other visitors.","Maik bekommt sonst fast keinen Besuch.","","","Maik|bekommt sonst|fast keinen Besuch","de.accusative_object|de.negation","A2"
"s039","39","7. Gespräche","He and Hanna have genuinely good conversations.","Er und Hanna führen wirklich gute Gespräche.","","","Er und Hanna|führen|wirklich gute Gespräche","de.coordination|de.accusative_object","A2"
"s040","40","7. Gespräche","To Maik, they feel like adult conversations.","Für Maik sind es Gespräche unter Erwachsenen.","","","Für Maik|sind es|Gespräche unter Erwachsenen","de.inversion|de.impersonal_es","A2"
"s041","41","7. Gespräche","Talking with Hanna feels surprisingly easy.","Mit Hanna zu reden ist erstaunlich leicht.","","","Mit Hanna zu reden|ist|erstaunlich leicht","de.infinitive_as_subject|de.prepositional_phrase","A2"
"s042","42","7. Gespräche","Girls his own age make conversation harder.","Mädchen in seinem Alter machen Gespräche schwieriger.","","","Mädchen in seinem Alter|machen Gespräche|schwieriger","de.prepositional_phrase|de.comparative","A2"
"s043","43","7. Gespräche","Maik cannot explain this difference.","Maik kann diesen Unterschied nicht erklären.","","","Maik kann|diesen Unterschied|nicht erklären","de.modal_infinitive|de.negation","A2"
