"id","lexeme_id","english","target","article","hint","source_id","forms","kind"
"w001","de.lex.der-bestimmte-artikel","the","der bestimmte Artikel","","","s001","der|die|das|den|dem|Der|Die|Das|Den|Dem","function"
"w002","de.lex.mann","man","Mann","der","","s001","Mann","word"
"w003","de.lex.heissen","to be called","heißen","","","s001","heißt|heißen","word"
"w004","de.lex.herr","Mr / gentleman","Herr","der","","s001","Herr","word"
"w005","de.lex.grau.gray","Gray","Grau","","","s001","Grau","name"
"w006","de.lex.er","him","er","","","s002","ihn","function"
"w007","de.lex.sein","to be","sein","","","s002","ist|sind|sein","word"
"w008","de.lex.waechter","caretaker","Wächter","der","","s002","Wächter","word"
"w009","de.lex.von","from / of","von","","","s002","von","function"
"w010","de.lex.nummer.number-of-a-house","number","Nummer","die","","s002","Nummer","word"
"w011","de.lex.siebzehn","seventeen","siebzehn","","","s002","siebzehn","word"
"w012","de.lex.ich","I","ich","","","s003","ich|Ich","function"
"w013","de.lex.haben","have","haben","","","s003","habe","word"
"w014","de.lex.brief","letter","Brief","der","","s003","Brief","word"
"w015","de.lex.schreiben","written","schreiben","","","s003","geschrieben","word"
"w016","de.lex.sagen","to say","sagen","","","s003","sagt|sagen","word"
"w017","de.lex.warum.why","why","warum","","","s004","warum|Warum","function"
"w018","de.lex.stehen","to stand","stehen","","","s004","steht|stehen","word"
"w019","de.lex.kein","no / not a","kein","","","s004","kein|keine|keinen|keinem|Kein|Keine","function"
"w020","de.lex.name","name","Name","der","","s004","Name|namen","word"
"w021","de.lex.auf.into","on","auf","","","s004","auf|Auf","function"
"w022","de.lex.der-bestimmte-artikel","the (dative)","der bestimmte Artikel","","","s004","dem","function"
"w023","de.lex.fragen","to ask","fragen","","","s004","fragt|fragen","word"
"w024","de.lex.emil","Emil","Emil","","","s004","Emil","name"
"w025","de.lex.weil","because","weil","","","s005","weil|Weil","function"
"w026","de.lex.jemand","someone","jemand","","","s005","jemand|Jemand","function"
"w027","de.lex.sehen","to see","sehen","","","s005","sieht|sehen","word"
"w028","de.lex.koennen","can","können","","","s005","kann","word"
"w029","de.lex.fuehren","to lead","führen","","","s006","führt|führen","word"
"w030","de.lex.sie.her","she / they","sie","","","s006","sie|Sie","function"
"w031","de.lex.in","in / into","in","","","s006","in|im|ins|In|Im|Ins","function"
"w032","de.lex.hof","courtyard","Hof","der","","s006","Hof","word"
"w033","de.lex.dort","there","dort","","","s007","dort|Dort","function"
"w034","de.lex.ein","a / an","ein","","","s007","ein|eine|einen|einem|Ein|Eine|Einen|Einem","function"
"w035","de.lex.klein","small","klein","","","s007","klein|kleine|kleinen|kleiner","word"
"w036","de.lex.tuer","door","Tür","die","","s007","Tür","word"
"w037","de.lex.schluessel","key","Schlüssel","der","","s008","Schlüssel","word"
"w038","de.lex.passen","to fit / match","passen","","","s008","passt|passen","word"
"w039","de.lex.clara","Clara’s","Clara","","","s009","Claras","name"
"w040","de.lex.oeffnen","to open","öffnen","","","s009","öffnet|öffnen","word"
"w041","de.lex.hinter","behind","hinter","","","s010","hinter","function"
"w042","de.lex.ein","a / an","ein","","","s010","einen","function"
"w043","de.lex.alt","old","alt","","","s010","alt|alte|alten|alter|altes","word"
"w044","de.lex.lager","storeroom","Lager","das","","s010","Lager","word"
"w045","de.lex.gross","large","groß","","","s011","groß|große|großen|großer","word"
"w046","de.lex.kiste","box / chest","Kiste","die","","s011","Kiste","word"
"w047","de.lex.liegen","to lie / be located","liegen","","","s012","liegt|liegen","word"
"w048","de.lex.drei","three","drei","","","s012","drei","word"
"w049","de.lex.uhr.clock","clock / watch","Uhr","die","","s012","Uhr|uhren","word"
"w050","de.lex.gehoeren","to belong","gehören","","","s013","gehören|gehört|gehoeren","word"
"w051","de.lex.besitzer","owner","Besitzer","der","","s013","Besitzer","word"
"w052","de.lex.der-bestimmte-artikel","of the","der bestimmte Artikel","","","s013","des","function"
"w053","de.lex.haus","house","Haus","das","","s013","Haus|hauses","word"
"w054","de.lex.wollen","to want","wollen","","","s014","will|wollen","word"
"w055","de.lex.heute","today / tonight","heute","","","s014","heute","function"
"w056","de.lex.nacht","night","Nacht","die","","s014","Nacht","word"
"w057","de.lex.nehmen","to take","nehmen","","","s014","nimmt|nehmen","word"
"w058","de.lex.brauchen","to need","brauchen","","","s015","braucht|brauchen","word"
"w059","de.lex.hilfe.help","help","Hilfe","die","","s015","Hilfe","word"
"w060","de.lex.machen","to make / do","machen","","","s016","macht|machen","word"
"w061","de.lex.plan","plan","Plan","der","","s016","Plan","word"
"w062","de.lex.schliessen","to close","schließen","","","s017","schließt|schließen","word"
"w063","de.lex.bleiben","to stay","bleiben","","","s018","bleibt|bleiben","word"
"w064","de.lex.warten","to wait","warten","","","s019","wartet|warten","word"
"w065","de.lex.dunkel","dark","dunkel","","","s019","dunklen|dunkel","word"
"w066","de.lex.regen","rain","Regen","der","","s020","Regen","word"
"w067","de.lex.kommen","to come","kommen","","","s020","kommt|kommen|komm","word"
"w068","de.lex.kurz","shortly / short","kurz","","","s021","Kurz|kurz","function"
